Time,Barometric pressure (Absolute),Barometric Pressure (Relative),Indoor temperature,Indoor humidity,Outdoor temperature,Outdoor humidity,Dew Point,Heat Index,Wind Chill,Feels Like,Wind Direction,Wind speed,10 min AVG,Wind gust,Rain rate,Hourly rainfall,Daily rainfall,UV index,Light intensity,CH1 temperature,CH1 humidity,CH2 temperature,CH2 humidity,CH3 temperature,CH3 humidity,CH4 temperature,CH4 humidity,CH5 temperature,CH5 humidity,CH6 temperature,CH6 humidity,CH7 temperature,CH7 humidity,Lightning distance,Lightning hourly count,Lightning total in 5 minutes,Lightning total in 30 minutes,Lightning total in 1 hour,Lightning total in 1 day,Water Leakage CH1,Water Leakage CH2,Water Leakage CH3,Water Leakage CH4,Water Leakage CH5,Water Leakage CH6,Water Leakage CH7,CO,CO Sensor battery,PM2.5,PM10,PM sensor battery,PM sensor connect,PM 2.5 AQI,PM 10 AQI,HCHO,VOC LEVEL,HCHO+VOC Sensor battery,CO2,CO2 Sensor Battery
,hPa,hPa,°C,%,°C,%,°C,°C,°C,°C,deg,km/h,km/h,km/h,mm,mm,mm,**,Lux,°C,%,°C,%,°C,%,°C,%,°C,%,°C,%,°C,%,km,**,**,**,**,**,**,**,**,**,**,**,**,ppm,**,µg/m³,µg/m³,**,**,**,**,ppb,**,**,ppm,**
"Thursday, August 1, 2024 9:40 AM CEST",1012,1009,26.1,51,29.0,60,20.5,31.0,29.0,31.0,234,0.0,0.0,0.0,0.0,0.0,0.0,1.3,10729,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:45 AM CEST",1012,1009,26.2,51,29.2,59,20.4,31.2,29.2,31.2,226,2.2,2.2,2.2,0.0,0.0,0.0,1.4,10939,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:50 AM CEST",1012,1009,26.2,51,29.0,62,21.0,31.3,29.0,31.3,294,0.0,0.0,0.0,0.0,0.0,0.0,1.5,11369,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:55 AM CEST",1012,1009,26.3,51,28.8,62,20.8,31.0,28.8,31.0,198,1.8,1.8,1.8,0.0,0.0,0.0,1.5,11539,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:00 AM CEST",1012,1009,26.4,50,28.7,65,21.5,31.3,28.7,31.3,175,0.0,0.0,0.0,0.0,0.0,0.0,1.3,11759,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:05 AM CEST",1012,1009,26.5,50,28.7,65,21.5,31.3,28.7,31.3,242,0.0,0.0,0.0,0.0,0.0,0.0,1.2,11949,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:10 AM CEST",1012,1009,26.5,50,28.7,65,21.5,31.3,28.7,31.3,246,4.7,4.7,4.7,0.0,0.0,0.0,1.6,12100,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:15 AM CEST",1012,1009,26.6,50,28.9,64,21.4,31.5,28.9,31.5,279,3.6,3.6,3.6,0.0,0.0,0.0,1.6,12319,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:20 AM CEST",1012,1009,26.6,50,29.1,65,21.9,32.0,29.1,32.0,353,0.0,0.0,0.0,0.0,0.0,0.0,1.8,12390,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:25 AM CEST",1012,1009,26.7,50,29.0,65,21.8,31.8,29.0,31.8,233,0.0,0.0,0.0,0.0,0.0,0.0,1.6,12600,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:30 AM CEST",1012,1009,26.7,50,29.0,66,22.0,32.0,29.0,32.0,343,0.0,0.0,0.0,0.0,0.0,0.0,1.7,12800,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:35 AM CEST",1012,1009,26.7,50,28.8,67,22.1,31.8,28.8,31.8,342,0.0,0.0,0.0,0.0,0.0,0.0,1.6,13069,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:40 AM CEST",1012,1009,26.8,50,28.9,67,22.2,32.0,28.9,32.0,328,2.2,2.2,2.2,0.0,0.0,0.0,1.6,13229,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:45 AM CEST",1012,1009,26.8,50,28.8,69,22.5,32.1,28.8,32.1,252,0.0,0.0,0.0,0.0,0.0,0.0,1.8,13400,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:50 AM CEST",1012,1009,26.8,51,28.9,68,22.4,32.2,28.9,32.2,18,0.0,0.0,0.0,0.0,0.0,0.0,1.9,13600,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 10:55 AM CEST",1012,1009,26.8,51,29.0,68,22.5,32.4,29.0,32.4,348,3.2,3.2,3.2,0.0,0.0,0.0,1.9,13949,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 11:00 AM CEST",1012,1009,26.8,51,28.8,69,22.5,32.1,28.8,32.1,336,0.0,0.0,0.0,0.0,0.0,0.0,1.9,14100,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
