Time,Barometric pressure (Absolute),Barometric Pressure (Relative),Indoor temperature,Indoor humidity,Outdoor temperature,Outdoor humidity,Dew Point,Heat Index,Wind Chill,Feels Like,Wind Direction,Wind speed,10 min AVG,Wind gust,Rain rate,Hourly rainfall,Daily rainfall,UV index,Light intensity,CH1 temperature,CH1 humidity,CH2 temperature,CH2 humidity,CH3 temperature,CH3 humidity,CH4 temperature,CH4 humidity,CH5 temperature,CH5 humidity,CH6 temperature,CH6 humidity,CH7 temperature,CH7 humidity,Lightning distance,Lightning hourly count,Lightning total in 5 minutes,Lightning total in 30 minutes,Lightning total in 1 hour,Lightning total in 1 day,Water Leakage CH1,Water Leakage CH2,Water Leakage CH3,Water Leakage CH4,Water Leakage CH5,Water Leakage CH6,Water Leakage CH7,CO,CO Sensor battery,PM2.5,PM10,PM sensor battery,PM sensor connect,PM 2.5 AQI,PM 10 AQI,HCHO,VOC LEVEL,HCHO+VOC Sensor battery,CO2,CO2 Sensor Battery
,hPa,hPa,°C,%,°C,%,°C,°C,°C,°C,deg,km/h,km/h,km/h,mm,mm,mm,**,Lux,°C,%,°C,%,°C,%,°C,%,°C,%,°C,%,°C,%,km,**,**,**,**,**,**,**,**,**,**,**,**,ppm,**,µg/m³,µg/m³,**,**,**,**,ppb,**,**,ppm,**
"Wednesday, May 1, 2024 9:30 AM CEST",1005,1006,23.1,56,15.3,81,12.1,---,15.3,15.3,258,0.0,0.0,0.0,0.0,0.0,0.0,1.3,10059,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:35 AM CEST",1005,1006,23.0,56,15.5,80,12.1,---,15.5,15.5,18,0.0,0.0,0.0,0.0,0.0,0.0,1.1,10319,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:40 AM CEST",1005,1006,23.0,56,15.7,80,12.3,---,15.7,15.7,275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10510,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:45 AM CEST",1005,1006,23.0,56,15.8,80,12.4,---,15.8,15.8,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10610,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:50 AM CEST",1005,1005,22.9,56,16.0,80,12.6,---,16.0,16.0,240,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11010,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:55 AM CEST",1005,1006,22.9,56,15.9,81,12.6,---,15.9,15.9,211,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11169,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:00 AM CEST",1005,1006,22.9,56,15.9,80,12.5,---,15.9,15.9,342,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11400,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:05 AM CEST",1005,1006,22.8,56,15.8,80,12.4,---,15.8,15.8,253,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11780,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:10 AM CEST",1005,1006,22.8,56,15.9,80,12.5,---,15.9,15.9,294,0.0,0.0,0.0,0.0,0.0,0.0,1.4,12039,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:15 AM CEST",1005,1006,22.8,57,16.0,79,12.4,---,16.0,16.0,277,0.0,0.0,0.0,0.0,0.0,0.0,1.3,12219,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:20 AM CEST",1005,1006,22.7,57,15.9,79,12.3,---,15.9,15.9,318,4.3,4.3,4.3,0.0,0.0,0.0,1.3,12519,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:25 AM CEST",1005,1005,22.7,57,15.9,79,12.3,---,15.9,15.9,36,0.0,0.0,0.0,0.0,0.0,0.0,1.4,12459,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:30 AM CEST",1005,1006,22.7,57,16.1,79,12.5,---,16.1,16.1,254,2.2,2.2,2.2,0.0,0.0,0.0,1.2,12400,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:35 AM CEST",1005,1006,22.7,57,16.2,79,12.6,---,16.2,16.2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,12719,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:40 AM CEST",1005,1006,22.6,57,16.3,79,12.7,---,16.3,16.3,284,0.0,0.0,0.0,0.0,0.0,0.0,1.4,13280,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:45 AM CEST",1005,1006,22.6,57,16.3,78,12.5,---,16.3,16.3,60,3.6,3.6,3.6,0.0,0.0,0.0,1.4,13719,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:50 AM CEST",1005,1006,22.6,58,16.4,77,12.4,---,17.0,17.0,4,5.0,5.0,5.0,0.0,0.0,0.0,1.5,13639,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 10:55 AM CEST",1005,1006,22.6,58,16.6,77,12.6,---,16.6,16.6,32,4.3,4.3,4.3,0.0,0.0,0.0,1.3,14400,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 11:00 AM CEST",1005,1006,22.5,58,16.6,79,12.9,---,16.6,16.6,277,0.0,0.0,0.0,0.0,0.0,0.0,1.6,15079,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 11:05 AM CEST",1005,1006,22.5,58,16.6,78,12.8,---,16.6,16.6,252,3.2,3.2,3.2,0.0,0.0,0.0,1.7,15610,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
